full_path,emotion_confidence,seed,quality_score,original_caption,emotion_type
18933,0.9653,18933,0.9004,Picture of a man and woman. The hair is black. Hair color is black. Eyes are open. Face looks to the left,sad
19523,0.9653,19523,0.9927,Picture of a woman with grey hair. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
16693,0.9653,16693,0.976,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a woman,sad
16467,0.965,16467,0.9985,Picture of a young man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
17999,0.965,17999,0.8457,Picture of a man with a bald hair. The hair is bald. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
16288,0.965,16288,0.9263,Picture of a man. The hair is bald. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
13596,0.965,13596,0.984,Picture of robert mc. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly slightly,sad
14989,0.965,14989,0.801,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks up,sad
19685,0.965,19685,0.9326,Picture of a man. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
12291,0.965,12291,0.935,Picture of a man. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
09496,0.965,9496,0.95,Picture of a woman speaking into a microphone. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
03628,0.9644,3628,0.9756,Picture of a man with a blue shirt. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
11127,0.9644,11127,0.728,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
09846,0.9644,9846,0.982,Picture of a man wearing a hat and glasses. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
15807,0.9644,15807,1.0,Picture of a young girl with a cat on her head. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a cat,sad
14114,0.9644,14114,0.9604,Picture of a girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks slightly to the left,sad
04729,0.9644,4729,0.6226,Picture of a little girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
10233,0.9644,10233,0.928,Picture of a girl. The hair is wet. Hair color is black. Eyes are open. Face looks like a girl,sad
17317,0.9644,17317,0.966,Picture of a man with a green banda. The hair is short. Hair color is green. Eyes are closed. Face looks down at cell,sad
18570,0.964,18570,0.858,Picture of a man. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
03115,0.964,3115,0.987,Picture of a boy. The hair is brown. Hair color is blue. Eyes are green. Face looks slightly at camera,sad
08867,0.964,8867,0.9873,Picture of a man wearing a hat and sunglasses. The hair is long. Hair color is brown. Eyes are open. Face looks like a pirate,sad
03375,0.964,3375,0.873,Picture of a boy. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
06974,0.964,6974,0.89,Picture of a man with a beard. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
12170,0.964,12170,0.9995,Picture of robert pattisten. The hair is brown. Hair color is brown. Eyes are blue. Face looks like a face,sad
10006,0.964,10006,0.8706,Picture of a young boy with a frothy expression. The hair is wet. Hair color is brown. Eyes are open. Face looks very sad,sad
05672,0.964,5672,0.993,Picture of a man with glasses and a beard. The hair is short. Hair color is dark. Eyes are blue. Face looks slightly to the left,sad
15768,0.9634,15768,0.728,Picture of a girl with a green spot on her forehead. The hair is black. Hair color is brown. Eyes are black. Face looks like a face,sad
17840,0.9634,17840,0.676,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks like a woman,sad
12272,0.9634,12272,0.858,Picture of a young girl wearing a graduation cap. The hair is wet. Hair color is brown. Eyes are open. Face looks slightly,sad
15722,0.9634,15722,0.9917,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
06381,0.9634,6381,0.997,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks like a man,sad
19228,0.9634,19228,0.9766,Picture of a young boy with a messy haircut. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
07165,0.9634,7165,0.7373,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly to the left,sad
07242,0.9634,7242,0.9497,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
19438,0.963,19438,0.991,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks to the left,sad
01476,0.963,1476,0.854,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
00796,0.963,796,0.986,Picture of a woman with a cell in her hand. The hair is long. Hair color is black. Eyes are open. Face looks slightly to the left,sad
06216,0.963,6216,0.9883,Picture of a young woman with long hair. The hair is long. Hair color is brown. Eyes are blue. Face looks very sad,sad
06875,0.963,6875,0.809,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
13184,0.9624,13184,0.997,Picture of a young boy with a blue shirt. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very sad,sad
11717,0.9624,11717,0.972,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
16328,0.9624,16328,0.992,Picture of a young woman. The hair is dark. Hair color is black. Eyes are open. Face looks very young,sad
05000,0.962,5000,0.9683,Picture of a man. The hair is white. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
12200,0.962,12200,0.886,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks like a man,sad
12524,0.962,12524,0.9976,Picture of a boy with a tie around his neck. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks very sad,sad
09824,0.962,9824,0.906,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
12243,0.962,12243,0.9766,Picture of a girl. The hair is blonde. Hair color is blonde. Eyes are open. Face looks very sad,sad
06258,0.962,6258,0.9517,Picture of a young girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks like a little girl,sad
03231,0.9614,3231,0.9365,Picture of a woman. The hair is long. Hair color is blonde. Eyes are blue. Face looks slightly,sad
07745,0.9614,7745,0.7637,Picture of a man. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
07189,0.9614,7189,0.9707,Picture of a man with a beard. The hair is black. Hair color is dark. Eyes are open. Face looks slightly to the left,sad
18985,0.9614,18985,0.9478,Picture of a woman. The hair is wet. Hair color is brown. Eyes are open. Face looks to the left,sad
05931,0.9614,5931,0.9897,Picture of a man wearing a bandanap. The hair is wet. Hair color is blue. Eyes are closed. Face looks down,sad
17952,0.9614,17952,0.8633,Picture of a man with glasses and a beard. The hair is gray. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
02704,0.9614,2704,0.762,Picture of a man with a beard and a hat. The hair is gray. Hair color is white. Eyes are closed. Face looks slightly slightly,sad
11682,0.961,11682,0.8633,Picture of a girl with long hair. The hair is long. Hair color is brown. Eyes are brown. Face looks like a girl,sad
11128,0.961,11128,0.932,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly slightly,sad
18634,0.9604,18634,0.9575,Picture of a young man. The hair is black. Hair color is black. Eyes are closed. Face looks slightly,sad
13735,0.9604,13735,0.977,Picture of a young boy eating a hot dog. The hair is curly. Hair color is black. Eyes are open. Face looks slightly to the left,sad
13050,0.9604,13050,0.6245,Picture of a woman. The hair is brown. Hair color is brown. Eyes are open. Face looks down,sad
12098,0.96,12098,0.899,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly slightly,sad
08207,0.96,8207,0.957,Picture of a woman. The hair is black. Hair color is black. Eyes are open. Face looks slightly to the left,sad
11880,0.96,11880,0.776,Picture of a woman with long hair. The hair is long. Hair color is brown. Eyes are open. Face looks down,sad
12564,0.96,12564,0.995,Picture of a woman. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the left,sad
04831,0.96,4831,0.997,Picture of a girl and a boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks like a face,sad
13436,0.9595,13436,0.968,Picture of a young boy. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
11469,0.9595,11469,1.0,Picture of a woman with blonde hair and blue eyes. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks like a girl,sad
11162,0.9595,11162,0.938,Picture of a young man with blonde hair. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the left,sad
15274,0.959,15274,0.9795,Picture of a woman wearing a hat and looking at the camera. The hair is long. Hair color is black. Eyes are open. Face looks slightly to the left,sad
18653,0.959,18653,0.979,Picture of a woman with long brown hair. The hair is brown. Hair color is brown. Eyes are blue. Face looks very sad,sad
12207,0.959,12207,0.8887,Picture of a woman with a surprised expression. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
13924,0.959,13924,0.998,Picture of a man wearing a hat and sunglasses. The hair is brown. Hair color is brown. Eyes are closed. Face looks slightly slightly,sad
11092,0.9585,11092,0.709,Picture of a woman. The hair is long. Hair color is brown. Eyes are open. Face looks to the left,sad
09052,0.9585,9052,0.9355,Picture of a young boy wearing a hat. The hair is brown. Hair color is blue. Eyes are open. Face looks like a child,sad
12097,0.958,12097,0.9277,Picture of a man with glasses and a tie. The hair is short. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
12241,0.958,12241,0.991,Picture of a man. The hair is white. Hair color is light gray. Eyes are open. Face looks slightly slightly,sad
11761,0.958,11761,0.9683,Picture of a man. The hair is gray. Hair color is gray. Eyes are open. Face looks slightly to the left,sad
01294,0.958,1294,0.851,Picture of a girl with a piece of a butterfly on her nose. The hair is black. Hair color is brown. Eyes are open. Face looks like a butterfly,sad
04872,0.958,4872,0.8984,Picture of a man. The hair is black. Hair color is black. Eyes are open. Face looks slightly slightly,sad
18518,0.958,18518,0.8774,Picture of a little girl. The hair is blonde. Hair color is blonde. Eyes are blue. Face looks to the left,sad
03897,0.9575,3897,0.9756,Picture of a man. The hair is wet. Hair color is black. Eyes are open. Face looks slightly to the left,sad
08171,0.9575,8171,0.7476,Picture of a woman with glasses and a pink background. The hair is blonde. Hair color is blonde. Eyes are open. Face looks slightly to the left,sad
13867,0.9575,13867,0.9272,Picture of a man. The hair is brown. Hair color is brown. Eyes are open. Face looks very sad,sad
11016,0.9575,11016,0.965,Picture of a girl. The hair is brown. Hair color is brown. Eyes are open. Face looks like a pirate,sad
08466,0.9575,8466,0.991,Picture of a man with a hat. The hair is white. Hair color is white. Eyes are open. Face looks slightly slightly,sad
04638,0.9575,4638,0.9346,Picture of a young boy. The hair is blonde. Hair color is blonde. Eyes are open. Face looks at the camera,sad
11865,0.9575,11865,0.985,Picture of a girl with a headband. The hair is long. Hair color is red. Eyes are open. Face looks very sad,sad
08934,0.9575,8934,0.941,Picture of a woman with blonde hair and green leaves. The hair is blonde. Hair color is a yellow. Eyes are open. Face looks like a doll,sad
01883,0.957,1883,0.9517,Picture of a young man. The hair is brown. Hair color is brown. Eyes are open. Face looks slightly at camera,sad
03690,0.957,3690,0.7104,Picture of a man with a beard. The hair is long. Hair color is light brown. Eyes are open. Face looks slightly slightly,sad
06886,0.957,6886,0.992,Picture of a girl. The hair is brown. Hair color is brown. Eyes are blue. Face looks very young,sad
19799,0.957,19799,0.9976,Picture of a boy. The hair is brown. Hair color is brown. Eyes are open. Face looks to the right,sad
